age,contract_type,monthly_income,credit_duration_months,loan_amount,loan_remaining,savings,assets_value,default
52,CDI,2353.682847116128,8,17258.053413631278,5035.2263989476805,7531.591496535086,12341.343787581278,1
36,CDD,3599.901135318548,15,13172.313581209139,5422.872730205802,7776.907060365041,34177.276208171184,0
33,CDI,1983.2286567003716,43,13806.96615371852,7469.737290620413,683.2559169915367,17621.779899597706,1
20,Indépendant,1860.6463946797971,6,21432.82411085305,6509.724630494203,8998.456383068804,35882.87431791828,0
37,CDI,2113.805182254374,32,13448.168109039649,2233.9206921446876,6195.492050916687,15877.881713916755,0
41,CDI,1737.33711339303,51,10155.353258757088,5904.4006866242935,4760.646963701967,0.0,1
50,Indépendant,2598.1362527958363,13,10830.999991822027,13788.042667099227,4017.0856277952835,49752.834894298474,0
41,CDI,3799.7427667756483,56,25911.782505963507,13313.562181647252,3354.2136899922652,26603.749029821072,0
28,CDD,2758.463418492823,51,14108.902598073815,9822.74811565876,8770.330635082686,30744.905007248723,0
25,CDI,2298.11719829897,47,8178.761223910448,10652.396986960692,4914.923212227878,44950.520613592824,0
53,CDI,2266.5509848675647,22,6152.707023417028,16243.291204541383,3464.964323389256,58182.700639971816,0
55,Indépendant,1249.4473530426744,14,11876.816786629432,10284.99063835399,2685.359585809656,40801.20978223436,1
57,Indépendant,3206.4878217177275,11,14017.389402863082,10576.759442150204,5511.796383388571,31545.02424305417,0
37,CDD,2437.7302423897586,48,19745.868532138364,1741.66789554583,3921.1708873466514,36943.0931416986,0
52,CDI,2355.6160691274995,30,19261.725832308835,3549.4777550474455,3236.733342501035,25578.254350700437,0
42,CDD,5054.486054275889,44,14968.267894635825,7869.238731995188,853.5320921735893,30541.71567734459,1
52,CDI,2739.002326692549,54,12729.157069202054,4770.231099703011,7878.072078513493,32172.954567887762,0
42,CDI,1898.5671599238526,33,16698.00926710845,4008.1788519073125,4585.930173650701,18200.621147953,0
46,Sans emploi,2158.9139230355654,38,6256.26961931806,4470.163807071005,1744.2840289279388,30317.603803168153,1
35,CDI,3418.7565673574036,59,24905.404469646088,2305.7174312754896,4186.29157600135,35506.52778755895,0
63,Sans emploi,2590.6163284302115,42,18270.527979283055,4834.462055671794,6647.396167896852,37755.25346363325,1
35,CDI,1349.3776173461067,14,19334.951098641362,9357.742219243595,5086.5226148099355,36559.85673643972,1
19,CDI,3235.3831476601626,23,9629.233090616946,15185.295705938739,5572.981243311829,9914.62172888439,0
52,CDD,1965.4847315688048,26,21413.24320648298,11187.928730854475,5127.644773970928,48438.88413899485,0
33,Indépendant,3998.6382209740364,7,12699.914194868525,10544.621940157742,1169.432670676757,47194.21841180723,0
58,Indépendant,3364.038452571719,48,10237.209385907183,1505.8664624063767,7845.525629790593,28557.773876718165,0
53,Indépendant,2142.142483472999,43,14804.138146968902,8477.186820088069,0.0,36832.63042658151,1
50,CDD,3524.8130893880902,45,14687.22457005813,7732.160386811442,6384.609723834326,26751.693493372375,0
21,CDD,2554.2844084219228,41,9607.314637440017,9162.964387804715,6846.712764486335,41279.364942172,0
50,Indépendant,3182.2189400977754,55,10525.313232293174,6557.250122090163,4340.468888662453,17785.922307999455,0
31,CDI,2887.78625383558,48,10133.841123359749,14648.306964058673,6060.267571416671,50136.90892936387,0
38,CDI,1822.9146760073013,42,10181.424660715877,8211.102065191291,4168.593592279338,40533.11417726935,0
37,CDI,1985.1601341460305,20,13059.510464501998,8600.89341974749,6096.485609273344,40881.50687353336,0
25,Sans emploi,3323.968654064929,33,8055.0743191377105,150.23910061259812,7978.767630556714,28424.20685361274,1
24,Sans emploi,2232.1797343147673,23,11543.127512930321,7573.297272222716,2623.620720843991,8810.722426009605,1
20,CDI,2177.0812294064026,39,20225.672741921346,12597.03740012254,7021.894576856908,43259.020501811545,0
34,Indépendant,1735.9019365205177,27,19116.547260520918,10222.302432564142,10077.194007164333,9306.579976461744,1
50,Sans emploi,2838.8792524747687,16,9750.603795536226,0.0,5793.695787603082,43439.58990336818,1
29,CDI,4150.019935394515,18,19791.02458647117,6201.299707415103,3490.6873267357637,18418.09174751665,1
39,CDD,1645.9736685965818,9,5167.803654319754,14927.597869452013,11789.698517256606,6194.270189540941,1
39,Sans emploi,2519.3755653382063,27,27145.72161006077,7397.437118873902,5266.118717134272,30014.99555570296,1
63,CDI,3629.776444332343,12,21501.565960677963,9289.663930844508,5694.589711408632,47742.0082580761,0
47,CDD,2436.286887003428,48,12201.340439299465,14476.037149149206,5757.1226286008205,15515.9437737197,0
55,CDI,2861.8974369997873,59,16912.13280867555,7381.543433812376,6343.589982797843,53985.519365922395,0
55,Sans emploi,1650.0851774824962,29,7995.403359454355,11164.119439831613,3983.3751636530437,39851.10815746013,1
62,Sans emploi,2842.6456777661188,9,15302.213949629067,9645.583508633445,5569.972582112513,32351.392835488146,1
25,Sans emploi,2350.284587996361,33,14081.684837487666,10500.59545404157,7856.55123031031,23465.63615641331,1
44,CDI,3288.5839965438904,20,10826.183053038021,9516.86262733388,3879.796936295733,24511.539723077844,0
44,Indépendant,3449.908841251801,6,12657.212568370705,5809.480485940854,3740.0180686199133,36452.508431263355,0
51,Indépendant,4571.650913614891,8,12165.062620952864,6208.809794309322,4123.746573594045,42690.61287778592,0
38,CDI,2963.7065385708606,19,9341.316403411824,4581.6952785267,1706.6815460474522,21097.556735218677,0
47,Indépendant,2760.6370532657334,43,10709.263770516685,1441.1635245188436,2951.4816144452966,17902.30009072848,0
50,CDI,2655.5074412618687,55,7790.777870001438,12978.119642706572,2829.2602290797136,26792.597723671995,0
45,CDD,2217.466965751449,6,19286.65382780309,8040.331867524839,4998.432428995916,50904.43013786017,0
64,CDI,2770.787074769353,43,10339.436267718655,12776.64073009783,7508.436967117302,11746.67489495299,0
50,CDI,2263.6788718887765,43,8889.89564214923,14261.490698338599,9361.142290638416,47137.16467114158,0
22,CDI,2634.7687810156913,26,19207.523399079982,8213.669923638176,5171.565851575594,30634.197473896988,0
36,CDD,3554.0780284863677,53,16848.10177169665,2746.0434732375006,6369.4092542861235,5208.912852620779,1
21,CDI,1694.7659477762872,34,19022.505279744797,7215.247416590136,5730.181417723086,23075.51397651477,1
52,Indépendant,3411.902848903236,10,19580.41612098327,5315.4255729475135,0.0,39145.02109410409,1
34,CDI,3553.6920538718923,54,24687.27448469212,79.39816378005071,1556.327264419178,57027.209175611424,0
61,CDI,2405.545178407137,15,14219.801166534078,5993.0843802844865,7283.792873494219,10089.409149276482,1
45,CDD,802.5160807931243,33,7711.961605022462,7713.851151741948,7575.455515758737,0.0,1
47,Indépendant,2013.7424103244539,26,16355.189003810627,5426.702416941381,7506.824075359911,10356.707768130953,1
46,CDI,3537.595637248887,55,11654.976885600912,4913.819652194052,4466.564046609834,46956.23261799759,0
63,CDD,2481.7055501608943,12,10212.473583422296,2889.856711468181,0.0,3093.8743939736996,1
23,Indépendant,1700.5582141640714,8,15499.625861086204,8783.68859341711,1914.425042962483,52458.80836319081,1
52,CDD,2096.180063017426,50,19328.763665047947,15477.077132864964,2373.476463058514,48222.13421642881,0
58,CDI,3172.496021203642,52,10820.025792018583,13114.49555220459,6886.305737272136,32865.54363094137,0
54,CDI,2937.3868545611035,25,21371.940436658595,10614.50755194786,3927.886710750212,20604.52034479458,1
41,Indépendant,2308.8543206642444,24,10051.930204985922,10701.636475724164,10071.201524391254,30828.909387257143,0
46,CDI,2206.54047054825,40,13780.483893372684,7469.4274229635,9402.915013582275,39166.31028210153,0
63,Indépendant,2186.5934807649423,9,16931.53940890434,781.9472828518383,10021.095338662588,36877.14697087948,0
48,CDD,1762.071852401198,10,13060.503956579709,6522.273242157203,2250.4610190703343,56094.89059905158,1
52,Sans emploi,3792.3005515755535,6,6119.988305307315,4122.889250671398,6472.6736364247145,26098.463252602545,1
50,Indépendant,2242.143624630928,9,19637.037458944025,8618.786997381294,3567.4277331863914,10487.355395655031,1
38,Sans emploi,3473.726816660397,17,11882.678298219864,12932.858815755018,5983.615454699871,7840.7893930181235,1
49,CDI,3717.0528415379613,32,18724.492246968464,15893.638360993842,2583.15877176812,4840.630979112742,1
40,Indépendant,3298.6487185183682,47,8679.27932486169,8258.484124722128,8678.469102654366,32944.183838034085,0
50,CDI,2154.7037498255613,28,9532.817089517941,1331.3746512905773,2639.2053493883427,26484.469489163144,0
20,CDI,2822.9840722692875,30,19312.167047776784,8250.704200647913,0.0,30489.819043414078,1
35,CDD,2480.643514887267,26,16702.540463710116,8359.42465165353,11101.342447229485,21944.106887907255,0
42,Indépendant,1777.0385114158976,57,12807.071446576618,10715.375482104795,6327.490038703791,13347.497119159842,1
59,Sans emploi,2759.4874253772823,29,16775.157990854186,7923.217798396678,1792.6197067456164,39215.03826941179,1
48,Indépendant,1556.7681670721581,30,10229.80432227821,8266.07309584272,4513.186654792589,0.0,1
20,CDI,3450.143510769251,50,15551.295587444547,5471.756968451765,3269.428715849347,17976.066483693954,0
57,CDI,2128.3061621612856,51,15642.769616950327,6752.392067564485,5017.22434041332,41797.352399525866,0
63,Indépendant,2660.9277246982715,37,13131.091974044855,10052.929707260731,7408.342507744463,16487.42359945445,0
41,CDI,2726.6302972369135,37,10823.571472046207,0.0,6937.337278710892,35875.13129697745,0
49,CDI,2292.876021036738,10,15351.242891073969,6730.8457373447,5761.187061525542,17996.113566953027,0
64,CDI,2969.35504118022,41,14725.09428349551,10751.59987198364,5015.759339928527,23162.32689254569,0
39,CDI,2120.0770747019806,51,12670.889605401955,14562.915764022135,8236.012272584032,38623.80773707197,0
40,CDI,3197.0378379657955,47,9830.92764909625,6406.654223479052,0.0,10832.27524405301,1
19,CDI,1423.2162558026012,54,15062.385246677337,12741.47912329515,2753.201920218686,41179.174951145185,1
44,CDI,2601.1036636371296,47,12683.38817581697,14760.095381671774,2064.011500231497,30688.807386716497,0
59,CDI,4051.143199246628,44,9826.711897815334,6458.4703957492875,8018.773319008675,48846.583010685456,0
19,Sans emploi,1699.7349403155404,21,15217.649053790556,5767.1658686727205,2782.7221529645863,33122.24957470109,1
43,CDI,1957.8040235801188,38,23041.52736027693,7271.702119632294,1142.133823128655,13957.700692809785,1
34,CDI,2911.126279727132,54,13165.86167046461,7672.192859747618,6647.982638350799,55919.91632911854,0
57,CDD,2643.6654255516783,26,22488.88270621011,12363.290671422077,2273.757257270824,15210.855827967636,1
50,CDI,2780.504079418847,14,25571.65857365048,4905.099281961617,3947.8205524749274,26592.658737990867,0
26,Sans emploi,2891.349704118131,11,10232.905488111624,14152.261744421878,12143.431702645094,44361.1339044266,1
60,Indépendant,3007.777174849416,56,15045.221040994822,4796.969789095128,7361.41566201042,1801.0833797454252,1
56,CDI,3387.7598735649785,50,25518.659589081548,2942.3003215297467,4366.878177755976,51595.03470170809,0
46,CDI,2827.85492554281,40,14394.60019295478,10095.108846234714,4636.61562216745,12736.735615105295,1
59,Indépendant,2306.993876305166,44,15184.060728827,12922.241715476825,7722.462758664416,23175.008702436415,0
43,Sans emploi,3038.0589609621848,27,6649.972628125541,8714.621924051651,6988.611290313892,34332.86856296514,1
52,CDI,4019.9055479161725,46,12341.690498401662,9740.337591865095,5226.798468352811,29374.412158718987,0
42,CDD,2393.8930028939412,59,17777.943423344685,15817.188952101245,5310.679826718273,41837.64087675681,0
41,CDI,1720.3765562634867,10,27146.41321475625,12978.611126141204,560.454558686084,5987.88643543424,1
30,Sans emploi,3385.6645354295783,47,14019.965832641548,8123.701671129997,0.0,40911.770306590755,1
24,CDI,2403.695068837121,28,6686.868388743225,6275.412467272249,4469.533172679487,42108.63581660295,0
53,Sans emploi,800.0,22,7973.754046133456,12380.235465925543,3100.144443961567,45438.38743868839,1
62,CDD,3177.9373417203374,17,14821.051570308517,11317.135653703546,6758.237103021091,6155.088420503842,1
37,CDD,2071.737451236862,28,20886.033990261247,9674.306730640332,5591.5392314168785,7965.971492564666,1
18,CDD,2427.5733741566714,21,18186.768414376977,6691.945256026047,2681.676819516861,24864.365255122328,0
25,CDI,2765.5842644552117,8,17301.27931755063,7694.441454932667,5489.595378489073,9587.613280459485,1
63,CDI,2652.399743823253,35,21545.721934587982,7409.921741527775,3745.3016433352313,2940.4815087824463,1
33,CDI,3067.5614537112315,27,11398.854562405242,6758.52486567482,11199.804134042088,24218.039141682515,0
31,CDI,2151.6109035441254,14,15095.473599787827,5595.40745361607,6158.726896888871,33511.37042186647,0
29,Indépendant,2910.4846385408664,34,12398.089398988024,9060.794543793207,318.17903890121397,71984.6929544199,1
40,CDI,2292.362657932866,52,13642.721322739631,5414.738816922625,10461.545300658745,38230.127310685355,0
32,CDI,3091.048384710002,42,9968.653228372576,8709.516683657872,3100.55298812825,56284.049998497285,0
45,Sans emploi,2992.2939872104425,28,13280.119642831021,0.0,2075.7890276594926,29337.733704396345,1
51,Indépendant,1751.6490383643236,18,14861.422168773004,5600.503325596737,11431.059957630561,38393.489893009406,1
19,Sans emploi,3368.785692940026,37,13142.642500692247,12393.316802776193,6037.509973386691,27807.934567008382,1
49,Sans emploi,2071.2292439087614,51,14194.69248493099,4398.283098142041,7102.298021616456,70246.84825075333,1
40,CDI,3146.446238624916,57,17025.20271718593,10368.407844172572,7199.180347616451,19716.137047064127,0
39,CDI,2793.8298507210725,52,21193.478845321995,4730.864999867692,4382.0308512865895,21750.385498002135,0
42,Indépendant,3970.5469414360978,53,21555.77934056299,11103.142627172881,3282.7841894410394,41948.110314843056,0
39,CDD,2321.2272141025182,28,18807.10883698496,6811.564211205835,3772.2276351867795,33112.09355458989,0
39,CDI,2220.546563105442,50,8700.09260780842,6653.413582538857,9826.598837732101,23637.56994784326,0
59,Indépendant,2484.464315289814,22,13197.950072150732,8217.405914188066,5611.362659620426,44405.65723107235,0
23,CDI,2257.45617373258,45,13628.574846436994,2626.292131513217,8938.745119148409,29382.792529033166,0
32,CDI,3139.95352155364,26,11714.250846057177,11888.363275025844,4770.664618314505,29277.049088289175,0
60,CDD,1206.9515132507297,7,16711.755895148035,13213.73376606295,2733.8492679687665,33458.73461293336,1
54,CDD,1657.0540646829168,42,7028.357533592711,6559.87401202017,673.3505783958371,3988.1896573149243,1
50,CDD,1645.7576627366457,11,23467.83234764146,10096.816683606186,6944.009555462119,6101.190123158456,1
25,CDI,3260.2460735788604,49,20976.103357608572,11115.64272084823,10082.29423523592,46303.434188802115,0
61,Indépendant,3868.4906980655405,23,17391.011309508787,7634.969790673486,2342.080975260498,19845.574936237434,0
61,CDI,2416.440625170023,35,14689.453350399077,3567.011389128539,6540.117705914061,28005.729776854572,0
22,CDI,2364.9426214479913,27,21144.196475362765,14376.328527807378,873.1528529577481,54186.579541843894,1
56,Indépendant,2556.041730490545,59,18447.024683901334,6429.913180284805,3332.9099688143265,28681.98816105623,0
21,Sans emploi,3429.5026420865524,38,20533.188921090463,5563.460923144761,5803.810356123642,26848.667788392584,1
23,Indépendant,1758.1174926475408,35,14704.739588700799,14555.167725335705,0.0,43441.16384242934,1
62,Indépendant,2690.6951861878283,22,23946.565429320835,10440.235070224815,4945.930241811852,21026.026251707102,1
49,CDD,3280.1581038259437,48,20834.439378449282,9029.720304232054,2489.8985797485634,48043.938439230595,0
47,CDD,2900.875335951876,37,17547.681477179656,4116.957346389798,6814.277677214822,43133.3687915472,0
64,CDI,2651.665293278995,47,21279.864602155772,11211.216232852883,4503.79807353941,57454.99792962505,0
52,CDI,3300.836874053713,56,12904.190290830138,19586.074422078986,7818.317058402749,19644.85435084201,0
57,CDI,800.0,19,9162.498203264866,11522.030655514158,4161.205139765555,50504.619693036206,1
33,CDI,3042.300255624726,15,16607.752565237377,9984.353985170259,912.8614405114722,38311.381605058894,1
30,Indépendant,1976.7394534980608,52,14714.547770932655,10884.371185944385,539.1197568912039,10119.504244874672,1
59,CDI,1035.4936825148345,56,14011.413288611855,6687.53866732583,0.0,0.0,1
47,CDI,2908.9620796199847,41,21081.560196747014,6649.397081627406,6898.873497829967,18029.596768570056,1
36,CDI,3598.926836130366,39,15835.696066053151,6598.218063055134,12673.192757806983,34385.21711018629,0
34,CDD,2390.0411882978465,14,16317.845367677422,5700.200178452493,6305.714411555395,36560.21898911711,0
36,CDI,3262.2996377623513,47,13364.73720622952,6590.220536895929,10016.140646013024,29113.784020724026,0
45,Indépendant,3789.8226063909165,33,19405.61569639763,6571.571231004325,8400.719872367059,29248.059511154508,0
43,CDI,3551.931562867238,16,18509.378906539598,7021.261964663475,3444.9919703777423,28110.097498497147,0
54,CDI,3811.9716234971143,19,19368.29838447147,6909.287873679601,8795.947942971878,45468.25700607536,0
43,CDD,3093.7019928575137,44,12513.680166819107,8972.047428038804,3564.2759254624552,8455.654525753926,1
40,Indépendant,2560.3469111212744,52,21520.442300234972,8315.172072831383,3623.8763913849225,34024.347863014176,0
26,CDI,1218.4273504822652,59,24193.842118831868,8669.449814046811,4374.2230221910695,17658.730862054377,1
29,CDD,2303.150009496041,24,19210.19198662353,14089.19025337793,4516.40593301861,16401.884024138482,1
18,CDD,1825.4027237470466,59,10953.558563778544,8306.936954866045,6984.1083895584425,47643.458458602545,0
18,CDI,4236.754173998251,20,10988.988578818993,16843.563971203126,2987.339792327584,15251.05384620086,0
64,Indépendant,2359.291350054131,33,13123.115222034561,9410.758159290448,7667.308335748931,27907.226491502075,0
51,Indépendant,2598.5638454275886,29,12178.113929907395,6210.96163646865,7624.2322490944125,59377.476028184916,0
49,CDD,2941.188300832374,13,14644.536871563676,13398.332956187998,6028.890597333455,42571.15452122512,0
42,Indépendant,2534.881957097963,48,18162.212331839237,7681.890929167205,10818.835725822333,23175.445305594327,0
57,Indépendant,3856.0408323446027,14,16449.762203749244,0.0,8862.177945974925,24414.404123911787,0
62,Indépendant,2001.8805106124385,52,16011.445281931445,7983.987432659264,8209.187870601394,11591.956520125605,1
18,Indépendant,2655.685964189794,38,13793.98625099927,7003.296648224169,5198.460123629755,49509.67863399078,0
33,CDD,1906.0235314415613,38,14630.770364177253,14426.189545153338,6055.298413442977,45170.27711881601,0
56,CDD,1443.9819910234353,24,18982.877537645007,4409.733259998533,6571.422089263261,40299.03410804672,1
22,CDD,2010.5847272757717,8,4940.209862500926,6669.380727686911,5039.724120582816,41952.49417213708,0
39,Indépendant,2470.3705623612705,15,14943.047957606343,13070.557504241835,3873.2916190745873,18382.130859038643,0
46,CDI,2156.5582203861923,45,16439.937974636625,9577.63413089672,0.0,6781.313358962241,1
20,Indépendant,1946.0632161009153,52,18917.915342736465,7314.172700107464,7153.29622737447,38408.10637955714,0
29,Indépendant,1374.946029062533,47,9949.770303580877,4974.057334107864,8124.3416506500635,43328.368104320914,1
43,CDI,2433.5155418970444,6,9685.451587734406,9406.982907500123,1516.6434315294923,54105.70024690444,0
33,Indépendant,1296.2237007751983,34,17919.774974390668,7882.795427126925,6815.505949161475,26986.646905898568,1
54,CDI,3108.044770951682,55,5477.73879871542,4928.682939171211,3225.419965047428,24798.730821295212,0
39,CDI,2565.9518023476026,39,21660.945553803926,5136.61383468854,3900.4124527787803,26411.096929958163,0
46,Indépendant,1333.9588004280556,56,16132.959957464052,4742.111542219672,8932.281582090061,40061.15738149332,1
31,CDI,2252.632738360109,18,22793.606064217183,4029.7775449444816,2028.0968293579585,25768.660759871305,0
45,Indépendant,1898.2748755275334,59,9564.638117152435,11736.135039889343,2023.5566339203397,29216.413698549903,0
22,Indépendant,2755.3396083353446,6,12818.202656408797,11197.573434481752,10414.503096931994,42465.79336858431,0
64,CDD,3572.3603568185154,39,2960.6583653655707,11742.697825543171,4563.329904390849,20612.45767149396,0
47,CDI,999.8620242834043,34,11021.55118502362,8017.998195074098,8739.636779693203,50867.30978132645,1
63,CDI,2592.0208633179336,53,14080.765596390604,7029.484848799374,203.89141451319665,39496.335109898646,1
22,CDD,2371.8937635466878,52,5186.4620999578165,7102.471560434654,444.19019122744066,2135.690559895269,1
29,Sans emploi,3037.0720611603724,18,13026.865939008003,12084.406291624433,2261.1664532647364,22269.68705207453,1
33,CDD,2670.5573025901513,53,5063.299115698779,719.4087120166841,3555.6176704019335,0.0,1
43,CDI,1898.4245346089447,54,13712.699075442873,5942.05558657031,790.140210040664,27049.809025697992,1
43,CDD,2244.7568514667055,58,20735.559635541184,4450.617489982331,6107.889429289999,22525.333438191963,0
38,CDD,1863.1793145572087,34,14825.101249429386,13439.550186353632,6303.782505970346,42522.821388002834,0
56,Indépendant,3360.805710878879,44,23291.036863059016,6090.169906211527,2305.5713664843875,16784.72476566999,1
53,CDI,2517.049318937554,29,18931.46281697305,1456.0446582409031,2544.2039018275946,35816.02502901735,0
50,Indépendant,4020.952548602406,31,21740.739243034855,8893.694568987159,2939.655698445316,38532.71414202651,0
47,CDD,2451.4713489483033,22,11175.273795608582,6519.543220424343,1505.3426033208762,33857.92278342022,0
54,Sans emploi,1933.2745864716298,12,11054.291858036988,5772.284769260153,0.0,47101.85372658793,1
40,CDI,1289.0284859097383,18,16728.06708192684,5359.87217309669,4744.879081565404,61024.33276262813,1
27,CDD,1057.488258995244,10,7111.489541835705,5202.060883356773,3708.6869218970696,31679.129140486013,1
22,Sans emploi,1232.6912455956083,31,17355.718748810454,10834.241259426579,4015.5624655202796,36077.69275335552,1
53,CDI,2713.7013208091867,54,13380.400917265351,8895.149466231374,1964.5894369736843,16795.845692518345,0
51,Sans emploi,2906.980018583947,8,21649.984187733287,7208.136977477883,7431.492497450801,14707.148789651363,1
48,CDD,1235.0474383742933,12,18397.561270397055,3607.0444926146547,12276.174768251243,45507.444754990924,1
27,CDI,3216.0306512608922,54,20483.532151700634,7324.426706448317,2497.7454319365334,43522.88259155037,0
36,CDI,2113.5511586532484,44,11228.969593024764,9042.511430400105,9199.088416917044,14555.701887431052,0
49,Indépendant,2617.4344095884394,58,20241.051343808642,9194.617793037962,6099.9494364418815,10376.691862357911,1
18,CDI,3789.7765026043394,6,22223.562471821413,8643.537531967077,5106.259675347302,20268.947929791153,1
22,CDD,3217.4714526924254,54,14806.430883098295,4309.629332689887,3967.631790311506,27879.330458488337,0
62,CDI,2285.175481675334,22,11303.24690316756,0.0,4750.349389298023,23863.103872751337,0
21,CDD,1787.04621966777,48,11391.063993827953,15198.475040207733,8448.77206909588,32407.723024983792,1
33,CDI,800.0,30,21195.064960079824,2761.4525035658744,1585.757117130463,43755.93768558908,1
41,Indépendant,1924.6773446060638,8,28421.728712116557,140.16816533224664,4174.979806545646,36931.56568132408,0
33,Sans emploi,2331.0958089378446,20,10091.77464912389,8522.062452016382,8747.00062346751,38041.81496526185,1
19,Sans emploi,1710.2563782790528,34,9707.399749787199,1165.9259870771166,7951.144080583992,0.0,1
45,Indépendant,2394.9944263261564,58,19607.070903372394,4780.805005700458,1632.2421831492693,5791.454698213762,1
49,CDI,2561.4815063670144,48,11230.432353166778,10195.401703235313,4452.224366656865,18053.147885309136,0
44,Indépendant,2320.115214553537,37,20091.776921141347,15090.749073896184,7184.023543502082,20529.095277607405,0
37,CDI,1979.9979353412323,31,17326.73086763323,9550.047233089506,6990.284357963291,42597.4175240885,0
41,CDI,2634.923737573382,21,14880.11348751018,6243.362916492479,7925.403563729864,16816.478527978026,0
29,CDI,2853.5525196555272,30,17206.35767260844,7794.321782372633,6152.857664501893,40003.91492036052,0
52,CDI,1627.680738045723,59,16900.99184576697,765.6561713003894,6655.859443987352,18223.413917905527,1
50,Indépendant,3628.745903797016,33,14101.967511069122,6196.991563339399,6028.389265781476,11986.735689107769,1
50,CDD,2421.1294941725905,14,6218.194841807528,6200.873584292222,9739.199232583673,12683.255114343126,0
60,CDI,2515.079698355878,6,15893.253642945174,8613.314648548721,3734.5664617063458,63873.99739933833,0
54,CDI,3066.5715386052457,34,22865.301830320823,15768.758450775083,5144.573488835652,17889.525472350084,1
29,Sans emploi,2686.572905010801,27,6956.156683977382,252.81884507104405,1955.0935030468722,40364.80813290511,1
20,CDI,3262.509307130596,21,10171.074899305277,6369.289553702053,1363.9346995867627,6627.023553746993,1
18,CDI,2729.6993321614596,46,17134.134873830055,665.9618240326163,5974.8701031751425,51283.93506268103,0
50,CDI,2010.0501002876497,56,15192.959313661402,5986.543626997968,2827.4412021744433,35235.6171759557,0
57,Indépendant,2789.2028201648814,49,17055.910797921446,4541.591435528026,4826.943191307932,34109.683031893306,0
27,CDD,1585.0190341434704,56,11503.40896086169,2022.6147699943995,9853.247931572627,36207.409847149785,1
60,CDI,2586.8477646212186,59,20812.29143296153,11652.368122119118,9679.813107118462,37859.99586668026,0
61,CDI,2473.4160074844312,46,15234.502828451055,9022.590815401718,11672.1343360649,42136.008882673195,0
46,CDD,2333.506514181968,12,18484.927611715284,11183.422518616182,9912.957525197364,21013.53872686458,0
30,CDD,2397.1699908488554,19,16601.38705485548,5873.384701330022,12209.05457535647,20136.175593418164,0
29,CDI,994.5207636018888,34,15877.474839804961,7717.134096879669,6309.5890034376835,30738.358170721014,1
48,Sans emploi,2061.020073807231,24,18134.16828514065,14378.562564865259,2290.9382520662493,40266.416406274635,1
63,CDI,2574.2759209128917,24,15932.439769834753,7989.119219563549,1998.822291543559,29000.16785666266,0
19,CDI,2627.8851135979203,7,9049.00485952244,11231.826196637765,9188.991822324559,41608.52693698655,0
52,Sans emploi,1677.8598872592333,46,20436.78412857982,5530.174789133083,5154.87950843126,39267.55174052876,1
40,CDI,3512.566272691761,50,19090.636431240917,10864.069373457041,5378.394547538047,26745.251078759604,0
34,CDD,1807.0601214283993,20,4465.748043210951,5804.322560778794,3352.7867361385593,3792.3004532872583,1
43,CDI,3275.5657604213893,8,11728.998575621614,414.31049576130954,3712.4781810521517,22447.08081969133,0
25,CDI,2841.7554894973478,16,20211.802312464035,7969.668448315833,6151.277869330776,56141.95850714513,0
46,Sans emploi,1983.0181521249574,58,5865.357267610831,6118.787429584152,1834.3295296278898,35100.89476058549,1
43,CDI,3920.2487140876096,51,19717.83440950372,1500.8745624109515,5771.415397424287,20406.748030948613,0
27,Indépendant,1545.0905345948158,35,14293.887321728747,8765.971406692695,9533.240585405387,33759.77366411849,1
43,CDI,3235.323338888001,45,21701.412851669957,4425.894060186714,0.0,40149.661024917026,1
51,CDI,3300.465854434383,23,14994.266054622682,20370.56511385073,376.0643657686596,20414.0158582255,1
58,CDI,1963.5038327386842,56,11389.660035021861,2142.23106634533,7026.829884509174,48530.75841182844,0
24,CDD,3613.972240051463,53,16540.428303795703,3148.300230199442,9091.90362098259,37435.470317454754,0
21,CDI,2299.9627883208377,7,14848.072552450069,11478.204426591163,3530.3218095809543,13501.368402414904,1
62,Indépendant,2730.9549034238858,37,10945.744329296596,7467.912477439644,0.0,42845.49429813561,1
28,CDI,2708.2574710169765,13,26091.717415056934,11396.809237048872,9295.772521822255,23855.79922803457,1
46,Sans emploi,2392.5530068235616,27,10144.509092078428,9521.564215591603,2566.8045442564267,27313.043605415918,1
53,CDI,3148.646618527826,11,3785.2231247010295,5670.771488275272,3916.2609712171625,14760.469545478332,0
42,Indépendant,3134.7909764417705,17,22908.49484060746,2483.6304276814726,5957.13461695933,39471.69619034745,0
38,Indépendant,1101.1744214094554,52,12082.182638420367,12284.332322912127,3000.6998842677276,27767.021599568678,1
53,Indépendant,3543.472194302522,45,13516.133695171522,2846.199257642802,2371.6108185284156,40106.35431750914,0
27,Indépendant,1170.0064095714606,41,13210.46967685483,10235.623844656644,2426.5994223077337,21735.26416401646,1
54,Indépendant,3326.036963473326,20,12151.74282920837,11675.995029027394,10573.78568278305,20018.950681948823,0
26,CDD,3401.3641094620666,33,11169.03764368277,7492.328783880157,8478.840765275843,18803.443926033746,0
41,CDI,1627.2268558278415,57,10015.913487515178,6783.409857248787,6723.552021851545,35940.482693143924,1
52,CDI,2171.3485696363323,54,15323.798808522828,4065.0955813559194,0.0,19794.752632458953,1
52,Sans emploi,1615.4362652112513,50,12990.062211621824,9850.970866817206,6734.57568516676,26953.310269103804,1
